# SIMULATED DATA — generated by swarm-lmd/swarm.py, seed 20260813. Evidence about this model, NOT about the world.
swarm,J,agent,depth,R_from_root,U,d_enc,d_dec,E_UDD,fidelity
33,6.728654,1141,2,0.40737326,0.82643653,0.74095298,0.8490154,0.51989509,0.115648975853
33,6.728654,2355,2,0.5451938,1.05875815,0.65383558,0.43874332,0.30372171,0.089757606306
33,6.728654,2314,2,0.50634979,1.03036172,0.47161652,0.75128187,0.36507461,0.061850002831
33,6.728654,1101,2,0.47629509,2.96636968,0.84534681,0.45148349,1.13214504,0.032417571442
33,6.728654,2154,2,0.5204469,0.84922803,0.88878335,0.76368975,0.57641755,0.196670866392
33,6.728654,2167,2,0.5451938,1.66769833,0.32561518,0.52739341,0.28638933,0.027988078804
33,6.728654,1210,2,0.51900903,1.6298122,0.7487243,0.46577081,0.56837081,0.035756590767
33,6.728654,1213,2,0.5451938,0.54483404,0.63074894,0.91686911,0.31508528,0.121663136147
33,6.728654,1146,2,0.51900903,0.96967753,0.58858473,0.69175243,0.39480898,0.041746645877
33,6.728654,2210,2,0.4821061,3.7796827,0.79005994,0.79517536,2.37453349,0.050279136929
33,6.728654,2189,2,0.47358002,0.11815075,0.62897216,0.96102109,0.07141687,0.124890594871
33,6.728654,2206,2,0.51900903,1.48704579,0.61818292,0.67815698,0.62340686,0.042984228701
33,6.728654,142,2,0.5451938,2.0277373,0.50368941,0.5182812,0.5293464,0.015493925935
33,6.728654,151,2,0.5451938,0.65645557,0.84878472,0.90974013,0.50689761,0.19436705147
33,6.728654,162,2,0.49087046,0.69839796,0.93579282,0.70743933,0.46235107,0.121703897006
33,6.728654,163,2,0.41536939,1.35209022,0.6856611,0.52403214,0.48581744,0.028756252643
33,6.728654,167,2,0.52070571,1.04481136,0.7025304,0.51112316,0.3751704,0.074354951422
33,6.728654,1176,2,0.36039163,1.35647255,0.67483645,0.79623904,0.72887493,0.045640005149
33,6.728654,1284,2,0.5451938,0.60928338,0.90502522,0.66469707,0.36652515,0.110580549776
33,6.728654,2069,2,0.5451938,7.12217351,0.62383783,0.71670478,3.18437759,0.083218237306
33,6.728654,2078,2,0.5451938,0.34804942,0.22032237,0.43472251,0.03333586,0.005684652612
33,6.728654,2024,2,0.5451938,0.74570099,0.61444038,0.79296008,0.36332543,0.102500553834
33,6.728654,1225,2,0.49087046,2.24854915,0.43144726,0.59220776,0.57451873,0.04697181997
33,6.728654,608,2,0.5451938,3.31412247,0.70871355,0.76332784,1.79287656,0.173982921022
33,6.728654,626,2,0.5451938,1.35101135,0.90548703,0.75356892,0.92185839,0.193534676907
33,6.728654,569,2,0.5099821,0.27332085,0.640252,0.86527996,0.15141899,0.118377427221
33,6.728654,572,2,0.42052709,1.66269677,0.33594581,0.62862981,0.35113753,0.021714255727
33,6.728654,3497,2,0.49087046,0.38950635,0.94342061,0.9419292,0.34612914,0.163365068102
33,6.728654,661,2,0.5451938,2.54893411,0.59265585,0.62547248,0.94486418,0.088824801004
33,6.728654,666,2,0.47629509,0.20976399,0.90065665,0.79528828,0.1502501,0.06083976464
33,6.728654,3326,2,0.5451938,0.50646369,0.39276696,0.28567459,0.05682702,0.033355341993
33,6.728654,642,2,0.50634979,1.00685379,0.5743085,0.78969055,0.45663437,0.079168058003
33,6.728654,650,2,0.4821061,0.30770728,0.83021173,0.70805344,0.18088089,0.047045681274
33,6.728654,238,2,0.5451938,1.34222792,0.91577414,0.73908287,0.90846413,0.104714961158
33,6.728654,249,2,0.5451938,0.24435099,0.88998971,0.95788488,0.2083111,0.189660401827
33,6.728654,254,2,0.5451938,0.15638289,0.38258607,0.90109531,0.05391246,0.020461293645
33,6.728654,264,2,0.5451938,0.58838936,0.73002601,0.93954366,0.40357115,0.214608784577
33,6.728654,3207,2,0.5451938,1.10654327,0.81505741,0.72475064,0.65364991,0.035059846373
33,6.728654,3209,2,0.5099821,3.65708535,0.93426684,0.89122436,3.04504055,0.111369598874
33,6.728654,3177,2,0.5451938,2.22484965,0.55920417,0.8986305,1.11802683,0.086568750773
33,6.728654,3190,2,0.5451938,1.01142655,0.38372716,0.86876699,0.33717876,0.105499599734
34,11.600564,0,0,0.0,0.50788235,0.43465004,0.47852117,0.10563407,0.207989247502
34,11.600564,1,1,0.23421649,4.7936386,0.50995725,0.95005156,2.32244927,0.092770724799
34,11.600564,35,1,0.22870082,1.4895575,0.51683583,0.64159516,0.49393633,0.063495609508
34,11.600564,47,1,0.27302644,0.6634587,0.56277249,0.70325116,0.26257732,0.075783265895
34,11.600564,9,2,0.37557965,2.4289884,0.64725893,0.75757585,1.19104896,0.04187976558
34,11.600564,7,2,0.30197605,1.5558169,0.67159302,0.4126776,0.43119682,0.02367102888
34,11.600564,31,2,0.28336767,5.53665559,0.70124959,0.92769402,3.60184387,0.05556194533
34,11.600564,2,2,0.37557965,0.14170168,0.88636034,0.85855698,0.10783368,0.064994933703
34,11.600564,14,2,0.34250673,1.75071429,0.87116775,0.39940328,0.60915623,0.029717582975
34,11.600564,17,2,0.37557965,0.46884991,0.8270945,0.80382996,0.31171174,0.056783137844
34,11.600564,591,2,0.37557965,1.01991653,0.91430319,0.58085701,0.54165668,0.045358589454
34,11.600564,368,2,0.30186764,5.45365005,0.69210453,0.94278754,3.55854772,0.05572955759
34,11.600564,869,2,0.37557965,4.75189411,0.85364939,0.84460967,3.42611816,0.061579427968
34,11.600564,2731,2,0.37216498,1.08423456,0.55719866,0.88285083,0.53336024,0.028756114625
34,11.600564,6,2,0.37557965,0.45842662,0.83333082,0.87970256,0.33606488,0.06261139389
34,11.600564,5,2,0.3222821,1.19377336,0.64152017,0.53715339,0.41136801,0.029431249616
34,11.600564,82,2,0.3122218,5.141691,0.76410614,0.45950417,1.8052989,0.020524659448
34,11.600564,2641,2,0.4009316,0.67322964,0.57126902,0.82046962,0.31554871,0.032701345038
34,11.600564,39,2,0.29919936,2.16445935,0.50424523,0.71619734,0.78167087,0.030844274864
34,11.600564,34,2,0.32285105,4.12748976,0.79578003,0.55384941,1.81915934,0.037643050033
34,11.600564,60,2,0.30277628,2.78536653,0.70458804,0.76949241,1.51015652,0.031693662107
34,11.600564,66,2,0.30726695,0.63546656,0.75535408,0.89166594,0.42800167,0.039371827411
34,11.600564,97,2,0.37557965,0.3294633,0.94738891,0.28020039,0.08745891,0.02267237957
34,11.600564,91,2,0.37216498,1.2778781,0.47260285,0.60142401,0.3632173,0.016615366086
34,11.600564,255,2,0.37216498,0.28728678,0.8167306,0.48948735,0.11485131,0.023369698912
34,11.600564,279,2,0.33918991,1.9110146,0.35717809,0.87422459,0.5967217,0.026669071455
34,11.600564,1259,2,0.35463831,0.9803584,0.55709391,0.69534284,0.37976267,0.027026501261
34,11.600564,3942,2,0.37216498,0.06502555,0.57167901,0.55889149,0.02077609,0.018677233874
34,11.600564,2232,2,0.32498889,0.09052312,0.80564204,0.51827026,0.03779705,0.024407945203
34,11.600564,3553,2,0.37557965,2.78653152,0.8779949,0.58405937,1.42893657,0.043797473637
34,11.600564,1893,3,0.43596842,0.32881148,0.71822954,0.79965144,0.18884738,0.015561870949
34,11.600564,1872,3,0.47672086,3.1255225,0.74708635,0.74684458,1.74390839,0.023299666094
34,11.600564,743,3,0.45112478,0.51757849,0.80913842,0.9076774,0.38012862,0.020093562835
34,11.600564,466,3,0.42110187,1.03417382,0.92367268,0.46790646,0.44696208,0.022174398894
34,11.600564,445,3,0.37251955,0.68281548,0.78218052,0.69584101,0.37163822,0.027924906735
34,11.600564,506,3,0.40804405,0.25853313,0.73613527,0.57702077,0.10981591,0.021727794026
34,11.600564,399,3,0.42117958,0.08912733,0.62702606,0.66305046,0.03705468,0.009060213445
34,11.600564,405,3,0.43638917,0.10199927,0.88953311,0.67194352,0.0609666,0.020714230862
34,11.600564,394,3,0.42110187,0.20775637,0.69257016,0.89050901,0.12813166,0.031642938389
34,11.600564,754,3,0.36520399,2.80965825,0.23018569,0.75234864,0.48657631,0.008858578285
34,11.600564,155,3,0.47672086,0.41275429,0.50036573,0.50076315,0.10342166,0.014443166476
34,11.600564,161,3,0.40804405,0.28733169,0.73216162,0.76409516,0.16074517,0.028616793128
34,11.600564,165,3,0.43596842,0.13682583,0.70371659,0.83909727,0.08079383,0.015999555447
34,11.600564,1791,3,0.47672086,2.70361569,0.77304774,0.85814091,1.79353509,0.025577510973
34,11.600564,1792,3,0.36027969,0.45156948,0.81118427,0.71654258,0.26247389,0.029732271071
34,11.600564,1832,3,0.42858507,21.86644547,0.7204927,0.63654897,10.02858352,0.008666155605
34,11.600564,21,3,0.37066288,2.6141583,0.87473938,0.79804413,1.82489328,0.015212894083
34,11.600564,153,3,0.47672086,0.98739217,0.62979833,0.72286824,0.44952135,0.023799572169
34,11.600564,15,3,0.34468052,5.345824,0.76426214,0.66539634,2.71855054,0.011082277209
34,11.600564,18,3,0.3839909,0.61872875,0.90225841,0.82114636,0.4584076,0.016145733028
34,11.600564,19,3,0.37347606,1.40619515,0.8028753,0.56901548,0.64241811,0.009955852003
34,11.600564,555,3,0.3655003,0.28767377,0.9526051,0.48663903,0.13335832,0.011381954634
34,11.600564,557,3,0.39904899,4.09926906,0.87513756,0.63039944,2.26151026,0.019119039115
34,11.600564,414,3,0.37306359,2.8005531,0.7580616,0.91731178,1.94744535,0.020290044985
34,11.600564,421,3,0.42110187,5.75256708,0.90138418,0.76883584,3.98662369,0.035556439503
34,11.600564,3087,3,0.42858507,0.55358366,0.88258064,0.8150105,0.39819964,0.013591978548
34,11.600564,3100,3,0.42110187,0.64519397,0.7769863,0.85083881,0.42653134,0.033918400739
34,11.600564,433,3,0.35043554,11.50334037,0.64118706,0.89792736,6.62292633,0.029539331862
34,11.600564,486,3,0.43638917,1.37341772,0.94628663,0.76551252,0.99489591,0.025104346532
34,11.600564,3073,3,0.42110187,1.08876348,0.56933186,0.76118593,0.4718346,0.022234683721
34,11.600564,3,3,0.47672086,0.3269699,0.54456594,0.78253794,0.1393361,0.025499079184
34,11.600564,8,3,0.35635108,1.09457914,0.95339101,0.81999212,0.85571255,0.021182565391
34,11.600564,10,3,0.47672086,0.17131944,0.83373869,0.73576732,0.1050938,0.023651778947
34,11.600564,146,3,0.47672086,2.17084924,0.68117544,0.76333913,1.12877184,0.020047945087
34,11.600564,312,3,0.42858507,1.51496473,0.60105479,0.78221619,0.71226792,0.008883946583
34,11.600564,305,3,0.40804405,0.71150072,0.58521322,0.89075648,0.37089285,0.026664883149
34,11.600564,1052,3,0.42110187,1.09656875,0.88049615,0.92516264,0.89326725,0.041794608585
34,11.600564,1050,3,0.40804405,1.33860989,0.82819986,0.6589046,0.73048571,0.027914140258
34,11.600564,2694,3,0.45112478,1.45456096,0.43782387,0.42829295,0.27275473,0.005130302446
34,11.600564,1077,3,0.47672086,1.25102788,0.70055252,0.67385225,0.59057135,0.018201146526
34,11.600564,731,3,0.42858507,0.42504794,0.52697298,0.88348736,0.19789126,0.008797388413
34,11.600564,866,3,0.37541791,1.33316925,0.71432774,0.96828368,0.92211569,0.035487453879
34,11.600564,911,3,0.4217537,1.92389316,0.68789358,0.7965531,1.05418526,0.015988124775
34,11.600564,353,3,0.35579235,1.53086853,0.82994294,0.83446415,1.06021468,0.015092534318
34,11.600564,343,3,0.45112478,0.50073798,0.72211692,0.85001799,0.30735917,0.016793384906
34,11.600564,920,3,0.43638917,3.83746672,0.79202827,0.7535811,2.29042094,0.020684480013
34,11.600564,1776,3,0.41919323,1.35799102,0.62879048,0.47972752,0.40963541,0.008565727961
34,11.600564,912,3,0.38841629,1.10985393,0.86830631,0.44464698,0.42850326,0.011265483849
34,11.600564,1769,3,0.37353947,1.11586075,0.85942078,0.79594629,0.76330765,0.012925718501
34,11.600564,3612,3,0.40804405,3.42941108,0.71667405,0.6425019,1.57912185,0.023553890775
34,11.600564,3174,3,0.36536053,2.3258872,0.66013261,0.74097925,1.13769508,0.025020949863
34,11.600564,1218,3,0.4217537,0.9852073,0.63234574,0.77127524,0.48049803,0.014230676019
34,11.600564,2616,3,0.42858507,0.2667085,0.79590496,0.53063584,0.11264052,0.007980367074
34,11.600564,1225,3,0.42110187,1.34757743,0.94052767,0.61638287,0.78122452,0.029743827226
34,11.600564,2563,3,0.47672086,2.04736784,0.50155904,0.59004565,0.60590363,0.016777700705
34,11.600564,2657,3,0.37201353,3.85782566,0.71754309,0.67311071,1.86327554,0.009126401353
34,11.600564,2637,3,0.47672086,1.50328699,0.36711772,0.69766363,0.38502891,0.005346107145
34,11.600564,327,3,0.42858507,0.53243604,0.73743553,0.64919334,0.25489749,0.009046137575
34,11.600564,1652,3,0.39201362,0.60363103,0.84752755,0.59911266,0.3065024,0.012634011622
34,11.600564,1663,3,0.40804405,5.11537573,0.79714907,0.86495312,3.52703402,0.035269448755
34,11.600564,3458,3,0.44861175,0.34914638,0.7545384,0.60195254,0.158581,0.011151688058
34,11.600564,332,3,0.40804405,1.4740761,0.93279888,0.52012309,0.71517785,0.024817653131
34,11.600564,1710,3,0.42858507,1.14266268,0.61318839,0.90951367,0.63726666,0.010538243667
34,11.600564,2738,3,0.42110187,0.68590456,0.35029527,0.92612562,0.22251939,0.016644811484
34,11.600564,2227,3,0.44861175,1.23240866,0.71683758,0.74947615,0.66211485,0.013190935511
34,11.600564,221,3,0.40804405,5.77973451,0.62435695,0.73652047,2.65782059,0.023522546359
34,11.600564,1512,3,0.4217537,9.46023403,0.65758132,0.41541004,2.58421315,0.007970544562
34,11.600564,3746,3,0.41919323,0.65906716,0.70350791,0.7174971,0.33267396,0.014333518794
34,11.600564,1308,3,0.47672086,0.51559616,0.50790967,0.81129847,0.21245982,0.023361025425
34,11.600564,1314,3,0.37341155,4.42028421,0.47942514,0.86980901,1.84329524,0.021395351242
34,11.600564,280,3,0.37980549,0.35510368,0.71335174,0.76548985,0.19390916,0.018924180718
34,11.600564,1103,3,0.42858507,2.92939046,0.8497793,0.8253226,2.05450474,0.01325241306
34,11.600564,1430,3,0.43638917,0.26351725,0.36343219,0.46359009,0.04439832,0.005838905536
34,11.600564,1344,3,0.43596842,1.63481126,0.49686741,0.73904284,0.600313,0.009949653312
34,11.600564,289,3,0.43638917,1.86624718,0.75334498,0.70025494,0.98450799,0.018282012508
34,11.600564,36,3,0.39862316,0.69715603,0.33718538,0.61618283,0.1448466,0.007200327633
34,11.600564,2050,3,0.44861175,9.3423296,0.56334224,0.56631248,2.98046231,0.007832951963
34,11.600564,110,3,0.36098137,0.60988486,0.88870806,0.77341968,0.41920089,0.03515935489
34,11.600564,40,3,0.36813745,0.46772756,0.64088307,0.60308078,0.1807787,0.019770645306
34,11.600564,3512,3,0.43638917,0.48585999,0.79298014,0.29794121,0.11478999,0.008187792166
34,11.600564,1424,3,0.47672086,3.1916991,0.84884483,0.73506851,1.99148972,0.037335738916
34,11.600564,2420,3,0.41919323,0.44621722,0.49700265,0.91891913,0.20378974,0.012968796535
34,11.600564,46,3,0.43596842,0.12969762,0.71781845,0.74692356,0.0695381,0.014527423385
34,11.600564,44,3,0.40804405,5.36978388,0.86040097,0.73941557,3.41622361,0.032542884509
34,11.600564,2020,3,0.42117958,4.03579537,0.71873534,0.68468091,1.98603252,0.010724164619
34,11.600564,2066,3,0.47672086,0.61043416,0.76868365,0.69899042,0.3279878,0.030460963494
34,11.600564,88,3,0.34069666,0.54536855,0.30125185,0.84226957,0.13837923,0.012979184131
34,11.600564,53,3,0.33274193,21.72670817,0.88010975,0.6701813,12.81513158,0.01674915192
34,11.600564,93,3,0.3835082,3.75859636,0.54952181,0.76719402,1.58458606,0.011971644897
34,11.600564,50,3,0.40804405,0.73291457,0.86417024,0.5587123,0.35386768,0.024697562987
34,11.600564,71,3,0.41919323,0.30244873,0.38221092,0.46461943,0.05370964,0.005042711706
34,11.600564,73,3,0.34126652,0.42440362,0.84011452,0.79549716,0.28363264,0.019500182102
34,11.600564,77,3,0.33141614,5.9167552,0.57489918,0.75983779,2.58461689,0.015833877049
34,11.600564,79,3,0.42117958,0.20050355,0.42771852,0.80249364,0.06882112,0.007480074198
34,11.600564,86,3,0.43638917,6.85020128,0.71924678,0.81128718,3.99719993,0.020222109678
34,11.600564,87,3,0.37472025,0.55879409,0.65069804,0.58760568,0.21365708,0.013859264321
34,11.600564,80,4,0.44375658,3.22396964,0.50225175,0.66457559,1.07611029,0.005146924288
34,11.600564,28,4,0.40157006,3.75783678,0.86845788,0.78968301,2.57714861,0.006997125737
34,11.600564,29,4,0.4527774,2.46349404,0.54873082,0.62938262,0.85079635,0.003523645672
34,11.600564,30,4,0.4527774,2.55728974,0.20757886,0.81931632,0.43492529,0.001735213237
34,11.600564,68,4,0.50269539,2.45146483,0.6017613,0.7389654,1.09011929,0.010110941023
34,11.600564,70,4,0.44375658,0.51306516,0.75139661,0.57858459,0.22305328,0.006703753539
34,11.600564,75,4,0.50269539,1.58027631,0.8111696,0.6853782,0.87856719,0.016656629111
34,11.600564,76,4,0.44375658,2.52667867,0.94759489,0.70356016,1.68451144,0.010280302451
34,11.600564,92,4,0.40944297,2.23165959,0.50340625,0.78515308,0.88206562,0.004032655045
34,11.600564,95,4,0.39179163,0.87598269,0.8117662,0.93839643,0.66728726,0.011104364169
34,11.600564,100,4,0.50269539,0.65698362,0.67244552,0.73780166,0.32595022,0.011280801421
34,11.600564,101,4,0.39650318,0.38958427,0.74161897,0.68949219,0.19921021,0.007884826212
34,11.600564,104,4,0.50269539,1.54877825,0.67288714,0.77025887,0.80272757,0.015528306686
34,11.600564,52,4,0.4527774,1.30443385,0.97822398,0.76410013,0.97501351,0.007626173893
34,11.600564,55,4,0.4527774,1.12810284,0.66553784,0.86660928,0.65064603,0.005884563041
34,11.600564,63,4,0.43323368,1.32048233,0.76596653,0.64362141,0.65098783,0.003267997019
34,11.600564,3650,4,0.47501463,2.39750849,0.63727043,0.40673221,0.62143038,0.005105530429
34,11.600564,3664,4,0.47506534,0.65009529,0.66686435,0.71264182,0.30894831,0.004355884521
34,11.600564,3670,4,0.52596408,0.95912189,0.45853722,0.78005348,0.34306213,0.006811342214
34,11.600564,3678,4,0.50269539,1.53946679,0.658899,0.91882152,0.93200949,0.019657930634
34,11.600564,2014,4,0.51950733,0.13435285,0.97090419,0.48920221,0.06381337,0.003789486685
34,11.600564,1966,4,0.43750107,1.36065683,0.56364653,0.66122597,0.5071137,0.006560122018
34,11.600564,136,4,0.44276333,2.6803403,0.95524338,0.67138015,1.7189865,0.009348865637
34,11.600564,139,4,0.44375658,7.99556444,0.88731394,0.8987523,6.37626631,0.01229700245
34,11.600564,2040,4,0.51950733,2.21397889,0.71555204,0.49892477,0.79040516,0.002848340417
34,11.600564,2047,4,0.50269539,2.86376274,0.79978355,0.75135164,1.72088855,0.019512076992
34,11.600564,62,4,0.44375658,6.28509067,0.47683637,0.98680233,2.95740695,0.00725573616
34,11.600564,3986,4,0.5361485,0.15726603,0.65793077,0.74934485,0.07753483,0.003555302106
34,11.600564,108,4,0.41935365,1.13132063,0.48856135,0.79489871,0.43935604,0.004280296372
34,11.600564,111,4,0.48299198,1.69286517,0.58522386,0.81294397,0.80538773,0.005243552068
34,11.600564,112,4,0.39649381,0.14716354,0.85929222,0.92306874,0.11672803,0.012230856251
34,11.600564,116,4,0.44375658,3.09586983,0.68232126,0.75843959,1.60211094,0.007979796837
34,11.600564,126,4,0.4527774,0.28233873,0.72586233,0.79635491,0.16320422,0.005897650753
34,11.600564,129,4,0.55987989,1.08087422,0.75242242,0.73304014,0.59616249,0.012009983651
34,11.600564,33,4,0.4112533,1.00215174,0.6186599,0.95543232,0.59235953,0.006030731916
34,11.600564,37,4,0.38350664,1.57793443,0.92713109,0.80890749,1.18339288,0.010503667426
34,11.600564,3996,4,0.40404366,2.03677303,0.85498262,0.92118892,1.60416348,0.021418831556
34,11.600564,1538,4,0.44276333,0.37085195,0.57471071,0.78340268,0.16696864,0.006563125811
34,11.600564,3518,4,0.48299198,0.44921176,0.69699474,0.86484853,0.27078255,0.006643738018
34,11.600564,1397,4,0.44276333,0.14839752,0.90907483,0.68915194,0.09296966,0.009132527735
34,11.600564,1417,4,0.39818177,0.62816909,0.71034346,0.60001659,0.26773688,0.006213095504
34,11.600564,1418,4,0.44375658,0.42182589,0.91578466,0.85583514,0.33061055,0.012085522142
34,11.600564,1506,4,0.39873423,0.61870648,0.66203174,0.54733597,0.22419064,0.005587464101
34,11.600564,1514,4,0.47506534,0.83283103,0.81697663,0.71556885,0.48687554,0.005358319538
34,11.600564,2383,4,0.41065916,0.35628389,0.93475142,0.71848225,0.23928108,0.007037495791
34,11.600564,2406,4,0.50269539,0.11747686,0.78236988,0.7747143,0.07120427,0.01557639913
34,11.600564,1519,4,0.39593439,0.66786443,0.71093946,0.9715129,0.46128519,0.010068333172
34,11.600564,1521,4,0.51388607,3.98620162,0.91318885,0.52458928,1.90958623,0.003515257357
34,11.600564,1552,4,0.50269539,1.66867429,0.92276328,0.64314843,0.99031439,0.012852125834
34,11.600564,3522,4,0.55987989,6.97864083,0.63700037,0.82182573,3.65334146,0.0112294435
34,11.600564,3523,4,0.50269539,2.54683534,0.84867644,0.81476251,1.7610596,0.014974303676
34,11.600564,223,4,0.50269539,1.43268103,0.33036459,0.62700776,0.29676721,0.004485799496
34,11.600564,226,4,0.48299198,0.5302386,0.36389711,0.83830081,0.16175206,0.003362183703
34,11.600564,230,4,0.39873423,0.11356441,0.84909069,0.7607514,0.07335658,0.00996044585
34,11.600564,231,4,0.44375658,2.78333097,0.92191146,0.96544235,2.4773103,0.013724530501
34,11.600564,240,4,0.44375658,0.2995916,0.9459473,0.53690098,0.15215659,0.007831466196
34,11.600564,1636,4,0.51950733,1.09482686,0.28205094,0.96019896,0.29650651,0.002193469879
34,11.600564,1641,4,0.44375658,2.10704045,0.24109826,0.72086629,0.36620281,0.002679974959
34,11.600564,1649,4,0.52596408,0.12360547,0.89248595,0.70502206,0.07777532,0.011714389907
34,11.600564,1565,4,0.48299198,4.0595559,0.78509484,0.58460177,1.86320556,0.005058540029
34,11.600564,3757,4,0.44276333,1.79534967,0.48760419,0.85890838,0.7519056,0.006105070134
34,11.600564,1589,4,0.45717368,0.45972138,0.60346531,0.55864383,0.15498227,0.009168052708
34,11.600564,1594,4,0.39818177,0.25480135,0.71928009,0.71134594,0.13037089,0.007458565066
34,11.600564,1330,4,0.49507892,0.49294648,0.72009958,0.71803873,0.25488261,0.003427534245
34,11.600564,1332,4,0.51388607,1.38171874,0.69810813,0.77313571,0.74575826,0.007944472667
34,11.600564,1260,4,0.52596408,2.49085326,0.82640823,0.74115143,1.52563179,0.011663672334
34,11.600564,1266,4,0.47506534,0.90377678,0.39035229,0.81265054,0.28669607,0.002907556127
34,11.600564,1268,4,0.44276333,0.6137366,0.82639191,0.95408739,0.48390068,0.011493455006
34,11.600564,1274,4,0.48299198,0.59608488,0.73565639,0.8565353,0.37560242,0.006944855697
34,11.600564,284,4,0.44375658,1.77558651,0.45099917,0.90705355,0.72635764,0.006307984424
34,11.600564,287,4,0.44375658,0.89364148,0.73716087,0.75752703,0.49902664,0.008610777082
34,11.600564,3951,4,0.50269539,0.21856682,0.90436575,0.91766181,0.18138902,0.017972157445
34,11.600564,1296,4,0.51335124,0.23520257,0.66750132,0.79286095,0.12447761,0.017324333847
34,11.600564,1301,4,0.47285694,1.62367203,0.48133987,0.56599486,0.44234654,0.003815621509
34,11.600564,1313,4,0.43269013,16.24570751,0.94246257,0.60841954,9.31549412,0.005947113592
34,11.600564,2522,4,0.41595798,0.29308223,0.57549525,0.88255605,0.14885846,0.007057247184
34,11.600564,261,4,0.44375658,0.26467715,0.85066148,0.64922721,0.14617393,0.008515995471
34,11.600564,262,4,0.52596408,0.8286148,0.73204385,0.73129391,0.44359,0.009966545094
34,11.600564,268,4,0.4527774,4.69969919,0.61394505,0.31836175,0.91858731,0.001994199072
34,11.600564,276,4,0.4527774,1.04981681,0.87395725,0.84302827,0.77347423,0.007517102232
34,11.600564,282,4,0.44375658,0.36190411,0.7706652,0.86076978,0.24007463,0.010229035799
34,11.600564,1384,4,0.50269539,1.65648814,0.62738096,0.94180463,0.97876963,0.012795745783
34,11.600564,1387,4,0.50269539,1.50125608,0.79791608,0.70466634,0.84410316,0.012846670219
34,11.600564,2479,4,0.4501839,2.30667829,0.64789449,0.90247596,1.34873601,0.010497060738
34,11.600564,2481,4,0.52596408,0.54827566,0.53736338,0.79403392,0.23394086,0.008125327005
34,11.600564,1395,4,0.44375658,5.00297649,0.74407117,0.81404754,3.03034942,0.009339985186
34,11.600564,1351,4,0.50269539,0.45198463,0.66986389,0.76488637,0.23158325,0.011706668401
34,11.600564,1123,4,0.51335124,0.82149064,0.81422481,0.87531906,0.58548172,0.023330180831
34,11.600564,3402,4,0.50269539,4.183251,0.74564811,0.75165086,2.34457433,0.012137340453
34,11.600564,1096,4,0.52596408,4.26223751,0.85504438,0.7940724,2.89391919,0.012640502335
34,11.600564,1099,4,0.50269539,1.43647195,0.67778535,0.62905805,0.61246327,0.010466746473
34,11.600564,1100,4,0.50269539,0.60020965,0.74116353,0.62990901,0.28021723,0.013987400968
34,11.600564,3175,4,0.45717368,0.82444534,0.88350845,0.88784337,0.64670903,0.021332258903
34,11.600564,293,4,0.44375658,1.19978695,0.86937335,0.70977456,0.74033944,0.009514997793
35,20.0,0,0,0.0,1.98480371,0.64042733,0.70309571,0.89372081,0.450281712353
35,20.0,1,1,0.1777241,1.07073492,0.77963222,0.6695902,0.55896014,0.223868960279
35,20.0,2,1,0.17740824,3.17677264,0.80446056,0.71932658,1.83830259,0.248156625173
35,20.0,186,1,0.2236068,0.77245047,0.84361782,0.96123121,0.62638918,0.347751181724
35,20.0,14,1,0.20570677,3.07091252,0.7895755,0.55639309,1.34909596,0.188395448958
35,20.0,15,1,0.2236068,0.11723589,0.84556784,0.52292103,0.05183763,0.189618005986
35,20.0,9,1,0.2236068,0.26121538,0.7891683,0.55620958,0.11465866,0.188236180906
35,20.0,79,2,0.24829663,0.58962249,0.77928228,0.88836331,0.40818727,0.163614576515
35,20.0,1509,2,0.28563238,0.18502993,0.51322186,0.80927807,0.07685018,0.088553861403
35,20.0,1926,2,0.31622777,1.14281903,0.75684882,0.61486373,0.53182099,0.154122955207
35,20.0,1594,2,0.28563238,1.92138465,0.79598013,0.70569474,1.07927825,0.119763283288
35,20.0,1876,2,0.28543595,0.07556083,0.62202591,0.51465695,0.02418929,0.075659400554
35,20.0,3,2,0.24347692,1.2633219,0.82429929,0.46674058,0.4860428,0.090927879265
35,20.0,73,2,0.30383429,0.48895055,0.87461171,0.43414257,0.18565754,0.068128491384
35,20.0,95,2,0.28543595,1.15716353,0.84421428,0.57995382,0.5665534,0.115713141287
35,20.0,5,2,0.24049747,0.13605846,0.47979121,0.66188532,0.04320765,0.067707943489
35,20.0,166,2,0.28543595,0.73726799,0.70630678,0.73244429,0.38141112,0.122265674361
35,20.0,657,2,0.28563238,0.65693984,0.70757549,0.68442191,0.31814294,0.103252665402
35,20.0,631,2,0.30383429,1.74944491,0.55685353,0.53506365,0.52125075,0.053459824559
35,20.0,385,2,0.28563238,0.50710394,0.73591138,0.68645651,0.25617428,0.107706801548
35,20.0,459,2,0.30383429,1.26944462,0.87344418,0.7974581,0.88421278,0.124975285848
35,20.0,2949,2,0.31622777,2.28893833,0.2092244,0.84886117,0.4065211,0.032072977029
35,20.0,617,2,0.28543595,1.72809414,0.77145024,0.76788321,1.02369478,0.140003749886
35,20.0,639,2,0.28543595,0.43368506,0.66197221,0.76055953,0.2183471,0.118989746811
35,20.0,32,2,0.26317505,1.20811202,0.57125149,0.54056847,0.37306565,0.05540630149
35,20.0,50,2,0.20851103,19.51372699,0.9095672,0.92657622,16.4458441,0.179688601019
