orf,E_essential,U,D_enc,D_dec,D,D_dec_raw
YBR023C,0,15,0.09523809523809523,0.001306247875904801,0.00012440455960998105,0.0002471428941747131
YAL053W,0,8,0.07142857142857142,0.00042368128377765987,3.0262948841261416e-05,8.016075709056313e-05
YJL204C,0,11,0.5272727272727272,0.0004971559177107567,0.00026213675661112623,9.40622026076133e-05
YDR170C,1,34,0.0392156862745098,0.015788957314100127,0.0006191747966313775,0.002987280345933436
YNL323W,0,5,0.6,0.00023934976662448213,0.00014360985997468928,4.528512170987658e-05
YBR164C,0,12,0.12121212121212122,0.0026081686348922673,0.00031614165271421426,0.0004934670951916351
YAL027W,0,14,0.08791208791208792,0.0008685050304513153,7.635209058912663e-05,0.00016432168104568744
YDR381W,1,71,0.13641851106639838,0.009102659488008428,0.001241771254098534,0.0017222287224735512
YDR174W,0,77,0.5102529049897471,0.005372738879028494,0.0027414556207756464,0.0010165254701664894
YIL095W,0,19,0.21637426900584794,0.0012067395125939361,0.0002611073799179862,0.00022831585119391495
YML032C,0,36,0.18253968253968253,0.004522970937167157,0.0008256216790067032,0.0008557488577007814
YBR196C,1,14,0.12087912087912088,0.0018467234268851225,0.00022323030434875108,0.00034940119779677716
YML095C,0,41,0.5890243902439024,0.0016635795195908852,0.0009798889121492651,0.0003147502589251553
YOL090W,0,56,0.34025974025974026,0.005610828514594185,0.0019091390530177616,0.0010615721743120936
YCL024W,0,14,0.25274725274725274,0.0007817819502738754,0.00019759324017911136,0.00014791362142533998
YCR092C,0,39,0.6558704453441295,0.0009592532412925731,0.0006291458505643597,0.0001814912978406242
YLL018C,1,9,0.3888888888888889,0.0005643448452055647,0.00021946743980216403,0.0001067743886359043
YDR507C,0,19,0.19883040935672514,0.0025160431023110875,0.0005002658799916782,0.00047603688828413775
YPL022W,0,45,0.49393939393939396,0.006566730842612076,0.0032435670525629346,0.0012424294773190345
YOL086C,0,28,0.010582010582010581,0.01212875477092536,0.0001283466113325435,0.002294767794164293
YLR044C,0,23,0.11462450592885376,0.007062914407817903,0.0008095830744139098,0.0013363077102401442
YAL028W,0,3,0.0,0.0004564812295394231,0.0,8.636652681763027e-05
YOR324C,0,5,0.1,0.004699222111523422,0.0004699222111523422,0.00088909568729997
YAL029C,0,23,0.11857707509881422,0.003925659425072798,0.00046549321245922506,0.0007427371555989727
YBR130C,0,10,0.2222222222222222,0.0003603822321382039,8.008494047515643e-05,6.81845379446727e-05
YHR023W,1,24,0.12681159420289856,0.004554974400611419,0.0005776235652949263,0.0008618039324879852
YGL106W,0,28,0.09788359788359788,0.003420533096222961,0.00033481408613822634,0.0006471669463465177
YOR326W,1,62,0.046536224219989424,0.027262324355430932,0.0012686856389624126,0.005158048382252077
YBR081C,0,42,0.41579558652729387,0.0013932954449510507,0.0005793260967392291,0.00026361234728678937
YBR109C,1,44,0.0708245243128964,0.016938371685896153,0.001199652117288628,0.0032047502455533022
YOR035C,1,7,0.2857142857142857,0.00012268688808852554,3.505339659672158e-05,2.3212433994187136e-05
YKL124W,0,5,0.3,0.0005069464275665257,0.0001520839282699577,9.59145730388569e-05
YMR309C,1,104,0.5672143390589992,0.0038695462799840058,0.0021948621356593367,0.0007321205143517027
YLR304C,0,12,0.12121212121212122,0.0006667097044457659,8.081329750857768e-05,0.00012614188238733851
YNL255C,0,120,0.19831932773109243,0.028204724020289427,0.005593541906544794,0.005336350973160468
YER143W,0,16,0.25,0.001445529026474102,0.0003613822566185255,0.0002734949727431377
YGR142W,0,11,0.03636363636363636,0.0025750729156062226,9.363901511295355e-05,0.00048720536493352366
YIL068C,1,17,0.4338235294117647,0.0007037395265722512,0.0003052987652041384,0.00013314794730038217
YJL036W,0,18,0.21568627450980393,0.010626951397805019,0.002292087556389318,0.002010625680740977
YHR161C,0,13,0.14102564102564102,0.0012665613514395264,0.00017861762648506142,0.0002396341795601231
YAL031C,0,3,0.3333333333333333,7.745135168649288e-05,2.581711722883096e-05,1.465384293948389e-05
YCL027W,0,13,0.0641025641025641,0.0012573688706095068,8.060056862881453e-05,0.00023789495658500212
YNL317W,1,30,0.5287356321839081,0.0013343446630370874,0.0007055155689621381,0.0002524588234228845
YAL032C,1,68,0.6312554872695347,0.0008336118393453336,0.0005262220478395917,0.00015771986802382866
YMR240C,1,78,0.663003663003663,0.0003904692978722389,0.0002588825747797628,7.387702911721044e-05
YKR022C,1,42,0.5551684088269454,0.007741157227348854,0.004297645940386472,0.0014646316650301103
YGR271W,0,10,0.24444444444444444,0.00107155860554816,0.0002619365480228836,0.00020273954119891152
YKR086W,1,46,0.6463768115942029,0.001810996429185854,0.0011705860977056389,0.00034264162805933016
YMR213W,1,69,0.613384484228474,0.0030406537582286417,0.0018650898372084466,0.0005752935440919426
YPR094W,1,72,0.6901408450704225,0.00031531545676777105,0.00021761207579747577,5.9657876579994485e-05
YDR163W,0,60,0.7677966101694915,0.0004744586723657402,0.00036428776030793275,8.97678699561819e-05
YNR011C,1,54,0.7994409503843466,0.0008110745588056249,0.0006484062161241334,0.00015345580081104724
YGL128C,1,30,0.9885057471264368,6.263468639527163e-06,6.191474747118806e-06,1.1850520836813302e-06
YPR182W,1,96,0.5407894736842105,0.001458465545483364,0.0007887228147285034,0.00027594257002346294
YCL011C,0,39,0.26450742240215924,0.0016190564722319974,0.00042825245419361876,0.0003063264712316201
YGR074W,1,99,0.5209235209235209,0.003239529129831828,0.0016875469204463058,0.0006129208855978859
YDR021W,1,51,0.2776470588235294,0.0034340164781327394,0.00095344457510509,0.0006497180104208898
YBR119W,0,78,0.36396936396936397,0.0041415965854075055,0.0015074142750084593,0.0007835925979307143
YJL203W,1,81,0.6197530864197531,0.006181086015590666,0.0038307471355882895,0.0011694652410269297
YLR424W,1,39,0.6855600539811066,0.0008867620532441281,0.0006079286410904415,0.00016777592088428167
YHR165C,0,98,0.46560067325899435,0.0059379518114873265,0.0027647143612079643,0.0011234641014397416
YFR043C,0,33,0.6496212121212122,0.0020416235614955183,0.0013262819727139447,0.00038627642204109577
YLR016C,0,61,0.7950819672131147,0.0002878396973689015,0.00022885615282609384,5.445944615745225e-05
YNL138W-A,0,80,0.5781645569620253,0.00111227477449511,0.0006430778522160019,0.0002104430651769204
YDR364C,0,64,0.6879960317460317,0.0011155149316788122,0.0007674698463484685,0.0002110561048906933
YPR152C,0,44,0.7008456659619451,0.0007128583959196057,0.00049960371722484,0.00013487324293812262
YER013W,1,47,0.6059204440333025,0.0020629840632927815,0.0012500042196639887,0.000390317841998654
YKL095W,1,42,0.9094076655052264,0.00010710408318605332,9.740127425630633e-05,2.0264157810167092e-05
YLR117C,1,86,0.5578659370725034,0.0011826977483517316,0.0006597867876577786,0.00022376713474775892
YDL030W,1,78,0.66000666000666,0.0007904093721767643,0.0005216754497683472,0.00014954593490708966
YML049C,1,90,0.5086142322097378,0.004883855731361137,0.0024839985330293722,0.0009240284806926784
YNL245C,1,35,0.984873949579832,3.034136124679425e-05,2.988241628675871e-05,5.740604038524548e-06
YGR006W,0,58,0.6346037507562009,0.0009365365189920299,0.0005943295876724981,0.00017719328013733748
YDR416W,1,114,0.3688868188169539,0.010392439245008302,0.0038336338528395784,0.0019662558385154516
YGR129W,0,74,0.6138467234357645,0.0013263563633337363,0.0008141795077405904,0.00025094743225078124
YKL173W,1,88,0.5653082549634274,0.0015734397174066621,0.0008894784609373085,0.0002976957534189059
YDR088C,1,35,0.9932773109243698,1.0851454041348158e-06,1.0778503089809684e-06,2.0531017177157302e-07
YFL017W-A,1,100,0.5056565656565657,0.011946556039231273,0.0060408544982213895,0.0022602956830922285
YER029C,0,114,0.4042850489054495,0.00850372498841563,0.0034379288728201055,0.0016089099501479566
YIR009W,0,89,0.5955056179775281,0.0005134118217757378,0.00030573962420352927,9.71378295633801e-05
YOR148C,1,42,0.9523809523809523,0.00040228052337837035,0.0003831243079794003,7.611172018096706e-05
YPL064C,0,43,0.9922480620155039,1.95849104849934e-05,1.9433089473481824e-05,3.705476999196063e-06
YGR093W,0,13,0.8461538461538461,0.0010827224745712425,0.0009161497861756667,0.00020485175202156333
YOR319W,1,77,0.6637047163362952,0.0013639004291988764,0.0009052271474723916,0.0002580507923925688
YIR005W,0,63,0.7665130568356375,0.0002943683296654731,0.0002256371682074825,5.569466736664241e-05
YPL151C,1,66,0.6587412587412588,0.002715997777666685,0.0017891397947986136,0.0005138684347177865
YCR020C-A,0,51,0.5694117647058824,0.0024179805455505307,0.0013768265694664198,0.00045748339278376126
YMR288W,1,81,0.6182098765432099,0.005189547639055029,0.003208229605255316,0.000981865575923112
YBR065C,0,65,0.6653846153846154,0.0014463090745413638,0.0009623518072909843,0.0002736425583128405
YDL209C,1,57,0.8226817042606517,0.00021796451924291919,0.00017931542215911836,4.123901987268832e-05
YPR112C,1,107,0.7462528654558279,0.004618855309928902,0.003446834010160309,0.000873890239461154
YPL213W,0,98,0.5131495897328003,0.00367704723216854,0.0018868752786154153,0.0006956995771922551
YNL004W,0,33,0.2803030303030303,0.0018519895123269199,0.0005191182723946669,0.00035039754437162277
YGR278W,1,53,0.8642960812772134,0.00011097893712058218,9.591866045762945e-05,2.099728253599327e-05
YGL120C,1,154,0.44028520499108736,0.014192903936813982,0.006248925619238955,0.0026853060742841168
YGL174W,0,63,0.7808499743983615,0.00017474674475556536,0.00013645099116858022,3.30621906019067e-05
YDR482C,0,55,0.8208754208754209,0.00015154538140623396,0.00012439987874356847,2.867247851683933e-05
YDL043C,1,85,0.5913165266106443,0.002413090651610905,0.0014269003825071766,0.00045655822187038516
YPR101W,0,57,0.8258145363408521,0.00018268485173119758,0.00015086380612889624,3.456408527933712e-05
YBR188C,0,39,0.9001349527665317,0.0004372470928722486,0.00039358139128986477,8.272741643853411e-05
YER172C,1,85,0.5941176470588235,0.001936826365731466,0.001150702723169871,0.0003664487287370345
YGL251C,0,13,0.21794871794871795,0.000591764063838606,0.00012897421904174746,0.00011196212151109478
YJR050W,0,75,0.46378378378378377,0.0030137038675557763,0.001397706982898841,0.0005701946083528352
YLR275W,1,99,0.515563801278087,0.005002617783730173,0.0025791686409212867,0.0009464983333768649
YBL051C,0,22,0.3246753246753247,0.0017386408191797473,0.000564493772460957,0.000328951902551222
YLR323C,1,44,0.9471458773784355,0.00010443212007975177,9.891245199942662e-05,1.9758620762107197e-05
YCR063W,0,60,0.7559322033898305,0.0006150823843361715,0.00046496058205751264,0.00011637396195988404
YLR147C,1,101,0.4875247524752475,0.005071250988882402,0.0024723603830947476,0.0009594837776181117
YOR159C,1,104,0.4706870799103809,0.02702407532506672,0.012719883102033832,0.005112971520513454
YAL033W,1,35,0.8100840336134454,0.00020346928824188247,0.00016482722173544092,3.849651333360912e-05
YPR137W,1,171,0.5897488820089439,0.0019466299959990192,0.0011480228638254967,0.0003683035815581835
YIR015W,1,43,0.5503875968992248,0.0018299726044326333,0.0010071942241450928,0.0003462319319804807
YAR008W,1,16,1.0,0.0,0.0,0.0
YML017W,0,68,0.42581211589113255,0.0026955933998516765,0.001147816329173014,0.0005100079140003519
YHR089C,0,68,0.32396839332748023,0.0023178629381649276,0.0007509143320306043,0.0004385410804527371
YNL147W,0,94,0.4317089910775566,0.003120622063294883,0.001347200602479397,0.0005904235961447565
YEL026W,1,191,0.39217415265913474,0.017939563966503615,0.007035433297637902,0.0033941764351907906
YDR378C,0,78,0.4721944721944722,0.0017788225033955843,0.0008399501531185276,0.00033655430169237863
YOR310C,1,228,0.3813664116237731,0.012323449308413278,0.00469974964157704,0.0023316041193077435
YLR145W,1,35,0.8100840336134454,0.00020346928824188247,0.00016482722173544092,3.849651333360912e-05
YLR175W,1,190,0.3221386800334169,0.025986004072480872,0.008371097051251985,0.004916567806902874
YHR072W-A,1,48,0.4973404255319149,0.0008227913048714735,0.0004092073776887381,0.00015567261630712467
YBL026W,1,92,0.3597706641184902,0.007273048045282355,0.0026166293254169196,0.001376065122508051
YDR478W,1,35,0.8100840336134454,0.00020333364204972118,0.0001647173369209506,3.84708489913867e-05
YMR265C,0,75,0.6421621621621622,0.00031379396212816857,0.00020150660919365635,5.93700088669525e-05
YER127W,1,121,0.60633608815427,0.0009905881867820047,0.0006006293661452321,0.0001874198886233658
YMR059W,1,16,1.0,0.0,0.0,0.0
YNL221C,1,42,0.5993031358885017,0.002395216158872159,0.0014354605551428964,0.0004531763569511418
YLR197W,0,187,0.5094014145247542,0.007528656204607844,0.0038351081200978026,0.0014244263420251468
YML091C,1,23,0.5098814229249012,0.01016628507018745,0.0051835998974473566,0.0019234673308164791
YHR062C,1,61,0.5240437158469945,0.0013884826983195898,0.0007276256326166593,0.00026270177269113314
YLR105C,1,18,0.7843137254901961,0.000570338799115912,0.0004473245483262055,0.00010790844836857715
YER146W,1,84,0.38181296615031557,0.007034690412430716,0.0026859360123193585,0.0013309677131126223
YDL208W,1,72,0.32981220657276994,0.0067843106666329155,0.0022375484710373816,0.0012835957126212645
YPL083C,1,17,0.8823529411764706,0.00010568681085375948,9.3253068400376e-05,1.999600902118305e-05
YNL124W,1,36,0.7031746031746032,0.0001032600246255137,7.260982683984535e-05,1.9536859587866992e-05
YBR257W,1,35,0.8100840336134454,0.00020333364204972118,0.0001647173369209506,3.84708489913867e-05
YBL018C,1,37,0.7312312312312312,0.0017365164916288624,0.0012697950922271111,0.00032854997848398695
YNL282W,1,38,0.6955903271692745,0.002004504996121566,0.0013943142860646455,0.00037925356685154945
YDL014W,1,204,0.4392929585627354,0.012221274574273201,0.005368719865140009,0.002312272597341119
YGR030C,1,40,0.6538461538461539,0.00043837032074601253,0.0002866267481800851,8.293993183676773e-05
YER112W,1,90,0.3735330836454432,0.00507894784613053,0.0018971550506395186,0.0009609400277000758
YBR167C,1,42,0.6039488966318235,0.0006910092078049778,0.0004173342486162468,0.0001307393632315037
YAL034C,0,27,0.7407407407407407,0.00041953127378440455,0.0003107639065069663,7.93755726707403e-05
YCL010C,0,33,0.5757575757575758,0.000936427360163939,0.0005391551467610558,0.00017717262722053911
YDR176W,0,34,0.5383244206773619,0.0010589964464650496,0.0005700836485426826,0.00020036277304475656
YMR223W,0,42,0.4924506387921022,0.001399319522640895,0.0006890957927987683,0.00026475210645690106
YDR448W,0,44,0.4069767441860465,0.0009725320952052995,0.000395797945723087,0.0001840036650933106
YGL066W,0,36,0.5952380952380952,0.000882393141166125,0.0005252340125988839,0.00016694932005662126
YDR392W,0,38,0.5049786628733998,0.0005372740354136273,0.00027131192399976916,0.00010165257492577801
YDR145W,1,73,0.3614916286149163,0.003053981612899544,0.001103988787007065,0.0005778151823179378
YER164W,0,81,0.30185185185185187,0.00507865482236717,0.0015330013630478682,0.0009608845874254737
YOR338W,0,23,1.0,0.0,0.0,0.0
YLR055C,0,36,0.4650793650793651,0.0030437669286369397,0.001415593190620037,0.0005758825578304207
YOL148C,0,31,0.6236559139784946,0.0007926477226211114,0.0004943394399142415,0.00014996943217525556
YGR252W,0,80,0.21835443037974683,0.009096734940006615,0.0019863123761406846,0.0017211077943810702
YOR023C,0,23,1.0,0.0,0.0,0.0
YBR111W-A,0,50,0.3420408163265306,0.005782283636653243,0.0019777770153124154,0.0010940115878938406
YMR236W,1,71,0.42293762575452715,0.006044408959859389,0.002556407974572321,0.0011436058587888467
YBR198C,1,67,0.4798733604703754,0.0018201831651454233,0.0008734574121299385,0.0003443797641014609
YPL047W,0,33,0.6609848484848485,0.0006425692875305334,0.00042472856315938667,0.0001215745007953247
YGR274C,1,63,0.35586277521761395,0.011393900388993239,0.004054665012980185,0.0021557328972678096
YHR099W,0,71,0.29617706237424546,0.012472288271431918,0.0036940057013174613,0.002359764541816305
YDR167W,1,73,0.3961187214611872,0.00201913471950106,0.0007998170635466527,0.0003820215194305951
YCR082W,0,25,0.8433333333333334,0.00028542028329717813,0.00024070443891395358,5.400169154064296e-05
YAL034W-A,1,21,0.5714285714285714,0.00020550084713280242,0.00011742905550445852,3.88808855138437e-05
YIL144W,1,30,0.23448275862068965,0.007577866764175202,0.0017768791033238405,0.0014337370098851882
YIR010W,1,61,0.1644808743169399,0.013303419760712745,0.0021881581136472877,0.002517015126096354
YGL093W,1,18,0.42483660130718953,0.0006446340014121533,0.0002738641182469932,0.00012196514592000503
YGL086W,0,14,0.1978021978021978,0.00026338282486390173,5.209770162143111e-05,4.9832190975000096e-05
YMR117C,1,50,0.14448979591836736,0.006751997583470567,0.0009755947528769718,0.0012774820575947104
YLR381W,0,26,0.6553846153846153,0.000780154523602322,0.0005113012723916757,0.00014760571130729579
YCR086W,0,28,0.1164021164021164,0.00510983812333392,0.0005947959720282869,0.0009667844869721086
YGR179C,1,28,0.5846560846560847,0.001318853646246045,0.0007710758090486136,0.0002495279136054845
YOL069W,1,26,0.19692307692307692,0.003070979851562061,0.0006047468015383751,0.000581031259431952
YPL233W,1,13,0.6666666666666666,0.00014651247688589466,9.767498459059643e-05,2.772024991443868e-05
YKL089W,0,30,0.49885057471264366,0.0010974897321843825,0.0005474833836414045,0.0002076457261614309
YDR318W,0,28,0.544973544973545,0.0012142810411017726,0.0006617510435633999,0.00022974271298355561
YBR211C,1,35,0.453781512605042,0.002297614956863526,0.001042615190509499,0.000434710150050988
YFR046C,0,23,0.45849802371541504,0.0032041099660621228,0.0014690780872063489,0.0006062195582275124
YJR112W,1,21,0.38095238095238093,0.001050416735782857,0.00040015875648870736,0.0001987394865550388
YER018C,1,10,0.6,8.058858563007119e-05,4.835315137804271e-05,1.5247409513501885e-05
YPL018W,0,35,0.4218487394957983,0.002263075451306422,0.0009546755265174991,0.00042817525455051997
YDR254W,0,39,0.39541160593792174,0.003728238571958683,0.0014741888010578869,0.0007053850098775742
YPR046W,0,28,0.5661375661375662,0.0009971092611305674,0.0005645010102696864,0.0001886536798641867
YBR107C,0,44,0.3023255813953488,0.004520606922347669,0.0013666951160585974,0.0008553015846562566
YAL035W,0,169,0.6254578754578755,0.006103363332755138,0.003817396663252527,0.0011547600620686938
YLR388W,0,221,0.5911559029206088,0.0013609135739571525,0.0008045120926095532,0.0002574856775605854
YJL189W,0,231,0.5738753999623565,0.004166853077103514,0.002391254476207155,0.0007883711415514092
YPR043W,0,210,0.6726817042606517,0.0007253647387940397,0.00048793958870255703,0.00013723945063158046
YNL302C,0,165,0.6834441980783444,0.000483597944138125,0.0003305122091238168,9.149702574517172e-05
YKR057W,0,176,0.7685714285714286,0.00025230290688703263,0.00019391280557889078,4.773586374145332e-05
YGL068W,1,114,0.5909020338456762,0.0020695830575404536,0.001222920837913207,0.00039156637573187236
YIL069C,0,254,0.5576234788833214,0.00120461498749208,0.0006717216000403223,0.0002279138897499158
YML026C,0,259,0.5311424381191823,0.0013640189677142965,0.0007244883601525816,0.00025807321995192597
YGL135W,0,212,0.6188410980953233,0.005018460098993359,0.0031056293584086152,0.0009494957090792829
YNL162W,1,169,0.8031839954916878,0.00014669852336666808,0.0001178259061303712,2.7755450021981446e-05
YOR182C,0,213,0.6367260164762157,0.0005828833284883516,0.0003711369798187856,0.00011028188097072929
YLR367W,0,196,0.5687598116169544,0.0031644523133019125,0.0017998133015844314,0.0005987163061571155
YDR012W,0,169,0.7513384051845591,0.0009357528683941856,0.0007030670677861641,0.00017704501296665303
YNL244C,1,76,0.8,0.0011977213911694615,0.0009581771129355693,0.0002266096171245812
YHR203C,0,296,0.47956939990838293,0.005938676194043117,0.002848007378627457,0.0011236011550607504
YGL031C,0,189,0.7342677023528087,0.0004349611868044449,0.00031937795124755054,8.229492161742887e-05
YJL122W,0,77,0.9005468215994532,0.000721141856751321,0.0006494220070197304,0.0001364404787755895
YKR094C,0,233,0.43462335355927184,0.019276804578961953,0.008378149452015171,0.003647183174009025
YJR145C,0,281,0.5179206914082359,0.0021143298821000595,0.0010950551944023568,0.00040003250220815774
YIL018W,0,231,0.5875399962356485,0.0012524634929849327,0.0007358723959536545,0.0002369668561489977
YER102W,0,269,0.5382011873716918,0.001846917787810868,0.0009940133463777073,0.00034943797100237564
YIL148W,0,247,0.3912313617063296,0.030475398276514954,0.011922931566263676,0.005765963926232546
YGL130W,1,45,0.398989898989899,0.005963658683794054,0.0023794395758572236,0.0011283278573464555
YGL189C,1,253,0.5511951816299643,0.0024052364706358222,0.0013257547532951263,0.00045507220604340483
YKR059W,0,11,0.6363636363636364,2.1217405523744972e-05,1.3501985333292255e-05,4.014346055402917e-06
YER074W,0,264,0.526615969581749,0.008435536701791686,0.004442288339156458,0.0015960086847634036
YPR041W,1,83,0.622685865412871,0.005590210479923553,0.0034809450505312984,0.0010576712295873683
YDR450W,0,298,0.4459132714166271,0.0064655490925886955,0.0028830741473810303,0.0012232858285524332
YMR142C,0,153,0.7918816649466804,0.0003506578912178052,0.00027767955472424757,6.634468671632584e-05
YPL081W,0,304,0.4443069306930693,0.005759175737178667,0.0025588416951078485,0.0010896395592308358
YMR143W,0,272,0.5342956370740178,0.0019122017083052568,0.0010216810299529823,0.00036178972854523803
YOR361C,1,94,0.5795012582932967,0.007371074964519338,0.004271547216913174,0.001394611875367249
YOL121C,0,278,0.473937095810716,0.005499773178266455,0.002606546527725275,0.0010405604369995488
YDL061C,0,181,0.6820135052179251,0.00045176546026981734,0.0003081101450950074,8.547430039793696e-05
YGR027C,0,213,0.6300823810789263,0.008061160038112285,0.005079194911072078,0.0015251763918426508
YPL220W,0,194,0.6897067464344854,0.00037802905657675825,0.00026072919066925395,7.152332788277418e-05
YLR264W,0,229,0.5848080900942312,0.0017382207484200355,0.0010165255560456862,0.00032887242490748503
YLR287C-A,0,215,0.6303846989784829,0.0006946535473273378,0.0004378989673262792,0.00013142887449006747
YPL198W,0,179,0.7481011863662043,0.00037758295884434263,0.0002824702594631144,7.143892591994029e-05
YML024W,0,217,0.572068612391193,0.005227385513831027,0.0029904231773311392,0.000989024524889887
YDL184C,0,163,0.8252669847761872,0.00016488003102585114,0.00013607004605450837,3.119540235127251e-05
YLR150W,0,180,0.6318435754189944,0.014186368669297922,0.0089635659022212,0.0026840695976873556
YFR031C-A,0,247,0.5290806754221389,0.007571284093610593,0.004005820102060389,0.0014324915646027534
YER036C,1,68,0.8906935908691835,0.0007627806905005737,0.0006794038722676314,0.00014431857149648438
YJL191W,0,263,0.48985574550837374,0.0022516119084390698,0.0011029650300039527,0.00042600634525390515
YOR369C,0,284,0.4522470512118648,0.008141478647622916,0.003681959710891825,0.0015403727217098255
YER131W,0,245,0.5719638675142188,0.004768006329074768,0.0027271273403098773,0.0009021097031791598
YBL072C,0,318,0.41926075828819714,0.01770777854409574,0.007424176659997048,0.0033503224920165588
YJL190C,0,299,0.4308994186438015,0.015052415909529493,0.006486077264600967,0.002847926263325641
YKR024C,0,14,0.3516483516483517,0.00020734102829302593,7.291113082831682e-05,3.9229048910801116e-05
YCR077C,0,95,0.47950727883538635,0.0072791714272921046,0.0034904156832771325,0.0013772236701160066
YOR096W,0,315,0.4222222222222222,0.014601682877376496,0.006165154992670076,0.0027626472989565887
YDL083C,0,281,0.5129384850025419,0.0071953772707203925,0.003690785916265043,0.0013613697646268075
YGR148C,0,166,0.8157721796276013,0.0003372602515732312,0.000275127530527648,6.380984513078346e-05
YBR048W,0,300,0.47656633221850614,0.007606585694631521,0.0036250426451963015,0.001439170649029413
YBR079C,1,107,0.55863163463234,0.0031349984192671574,0.0017513092915250141,0.000593143611455949
YHR021C,0,245,0.5770491803278689,0.0017414029527287906,0.0010048751464926792,0.0003294744999020003
YBR189W,0,256,0.5100183823529412,0.006151698174754367,0.003137479151811763,0.0011639050436311653
YPR102C,0,230,0.5801404974368711,0.008082491212613029,0.004688980472614462,0.001529212263057835
YPL090C,0,281,0.5150228774783935,0.0021769049811562464,0.001121155867392138,0.0004118717490841025
YGR054W,0,74,0.7489818585708997,0.0021756988639953507,0.0016295589788458329,0.00041164355098222914
YOR167C,0,253,0.5486542443064182,0.005387108313653532,0.0029556598408244012,0.0010192441759545668
YLR048W,0,186,0.6480092996222029,0.000703156388090962,0.00045565187857170216,0.000133037617144346
YGR118W,0,284,0.47922161946946695,0.002825190608184896,0.001353892418564294,0.0005345277847961222
YNL067W,0,180,0.6976412166356301,0.002677215149142952,0.0018677356338434288,0.0005065307377661885
YDR447C,0,176,0.7585714285714286,0.0006508440305966803,0.0004937116860669103,0.00012314008722623325
YPR063C,0,21,0.9,0.00013049701519647657,0.00011744731367682891,2.46901148026588e-05
YGR094W,1,10,0.08888888888888889,0.0005105632897537502,4.538340353366668e-05,9.659888556886777e-05
YBR009C,1,291,0.07951179049650432,0.15652225081536147,0.012445364414872324,0.0296141052420498
YGR085C,0,191,0.7067511711215211,0.0018127278376896523,0.0012811475222117444,0.0003429692116034037
YCR031C,0,338,0.39651993749231823,0.014398889026678331,0.005709446576817319,0.002724278578817876
YPR132W,0,278,0.49318234942731737,0.0020235556433254327,0.0009979819263721435,0.00038285796091236564
YMR260C,1,90,0.7320848938826466,0.0005142998677017987,0.0003765111640703305,9.730584839378374e-05
YDR429C,1,77,0.7734107997265892,0.0005052784156332495,0.0003907877835194954,9.559898416456129e-05
YJR123W,1,350,0.39349979533360624,0.018042759145163078,0.007099822030875224,0.003413701025882362
YJR007W,1,104,0.5390216579536968,0.016589321149030372,0.008942003390076678,0.003138709671259933
YOL040C,1,291,0.41400639886242446,0.01200852662534049,0.004971606863800759,0.002272020555750204
YFR032C-A,0,232,0.5469846245708314,0.0023528861114355927,0.0012869925263215211,0.0004451674861793677
YLR333C,0,149,0.8333031017594776,0.00011415123156445252,9.512257533232268e-05,2.1597482578033083e-05
YJL136C,0,233,0.540143554832026,0.0025364745688428833,0.0013700603903558256,0.000479902534203297
YKL156W,0,262,0.5291743441256471,0.0030506914798610913,0.0016143476629851927,0.0005771926871419899
YGR102C,0,4,0.3333333333333333,0.0014390282319047614,0.0004796760773015871,0.0002722650184489045
YHR141C,0,178,0.7346537167523647,0.006360592367375234,0.004672832823438939,0.0012034279521793234
YER025W,1,109,0.5992184845395855,0.005246376045230762,0.0031437255031479612,0.0009926175450039258
YLR340W,1,276,0.4761528326745718,0.010601370248962237,0.0050478724742753,0.00200578571179026
YGL103W,1,281,0.4608540925266904,0.007529265698751285,0.0034698929109903613,0.001424541658688524
YJR094W-A,0,219,0.6301369863013698,0.0033683526437288834,0.0021225235837195704,0.0006372943729348291
YLR441C,0,311,0.4295405040970854,0.014256444442830514,0.00612372033260551,0.002697327976745297
YML063W,0,246,0.5451136552181849,0.006150100270408011,0.003352503638360458,0.00116360271915504
YJL138C,0,41,0.10853658536585366,0.011027926514505796,0.0011969334875500193,0.0020864904171830024
YLR075W,1,232,0.5567622033139275,0.005239852784282999,0.00291735198121802,0.0009913833400572035
YDL081C,0,123,0.8764494202319072,0.006055746275498565,0.005307555312232248,0.0011457508858169652
YNL096C,0,154,0.6682794329853153,0.001082089796510331,0.0007231383556511192,0.00020473204894687225
YOR293W,0,206,0.6250532796590101,0.0042817440189458576,0.0026763181417024592,0.0008101085777648135
YOL139C,1,57,0.16478696741854637,0.005445021940098281,0.0008972686530362455,0.001030201469371633
YDR025W,0,294,0.48765991038053447,0.0026402465497679917,0.001287542395842374,0.0004995362562350437
YPL237W,1,91,0.6564102564102564,0.005419588574765046,0.00355747352599962,0.0010253894611509846
YLR167W,1,327,0.3006510196806814,0.06887654090951445,0.02070780225652369,0.013031483514818754
YMR230W,0,109,0.7706422018348624,0.0006284096348661739,0.00048427898466751017,0.00011889548588205295
YHL015W,1,281,0.4380782918149466,0.009976580739669661,0.004370523448588382,0.0018875751558729084
YDL133C-A,0,165,0.8119733924611974,0.0013262292578247333,0.0010768628696572447,0.0002509233838110172
YAL036C,0,107,0.8922588608710986,0.00366015487464063,0.0032658056190586473,0.0006925035328534347
YPR175W,1,39,0.3873144399460189,0.0035023552615281992,0.001356512766610787,0.0006626477498863293
